Source_Place,Similar_Place,Similarity_URL_Place,Similarity_Score
 คำเสน่ห์,เจ๊ต้อยซีฟู้ด,https://scontent.fbkk12-5.fna.fbcdn.net/v/t1.6435-9/38692660_603296943405867_8633778026179461120_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=k6z-_QI-YSoQ7kNvgGwEh8N&_nc_ht=scontent.fbkk12-5.fna&_nc_gid=AR9RBYgTUxAYCE2a3cu5UHo&oh=00_AYAgPc0LwFvRioJC_pWeo-6_fuibRLkYSaoy0srGR-QJRA&oe=6729BE88,0.9481737613677979
 คำเสน่ห์,ขมิ้นกับปู,https://img.wongnai.com/p/1920x0/2018/06/18/9c2b7a4cfe72480197cfc5c25558d281.jpg,0.9390400648117065
 คำเสน่ห์,แนบเนื้อ รังสิต,https://cms.dmpcdn.com/food/2022/11/16/4c47d700-657c-11ed-ab80-9d60b3598053_original.jpg,0.9363921880722046
 คำเสน่ห์,จอมโหด บุฟเฟ่ต์,https://scontent.fbkk8-3.fna.fbcdn.net/v/t39.30808-6/297402862_1385689768592473_4548946901664861984_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=719CalInbh8Q7kNvgHxpiOU&_nc_ht=scontent.fbkk8-3.fna&_nc_gid=AXeLOvZKPMqWK_sBBuX7-zh&oh=00_AYBRarCLU4DnU6_NUAGyhiLGq9tF20qBaJmQw78DeSu1cw&oe=6708341B,0.9347121715545654
 บ้านสวนริมคลอง,ร้านสมยงตำซั่ว,https://mpics.mgronline.com/pics/Images/560000002885001.JPEG,0.9796903729438782
 บ้านสวนริมคลอง,จัดจ้านสะท้านทุ่ง,https://scontent.fbkk12-2.fna.fbcdn.net/v/t39.30808-6/461924163_553446277254932_5860893141498320147_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=z7jbGU4On9IQ7kNvgGvFHtA&_nc_ht=scontent.fbkk12-2.fna&_nc_gid=AhlrO8I7onzuoMJy1SbI-J-&oh=00_AYDOFa2iC4gUrHtTXge8Ymy7_C1Xf_XosnMZXlwfhlriHw&oe=670840AF,0.975185215473175
 บ้านสวนริมคลอง, Wave Side Restaurant,https://t1.blockdit.com/photos/2023/11/65523de97efe920bf61c4df2_800x0xcover_XjfUsli1.jpg,0.9737499356269836
 บ้านสวนริมคลอง,ร้านละมุน,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/440861465_122158604870074579_4876046833458827189_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=PjEDp_Y3xAQQ7kNvgHfSdxE&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=A7iT2R5nOSucZtFjeiCiGXB&oh=00_AYADgWkNXl2DvyIX1RIoqUL5tN56xHtWe8GENak0rh2TcA&oe=67083B6E,0.9711342453956604
 บ้านสวนริมคลอง,สยามกรุง กุ้งเผา,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/314501601_498617828952137_4039238593510384634_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=YUJENZRndMcQ7kNvgGFWDe3&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=AfDpKcW1lo8CTJMoYPCOoQx&oh=00_AYB0jrxDPPgM7pCvxtUXRioG_YX4WrtunQsdsJCqZp-Jjw&oe=67082F5C,0.9683376550674438
 บ้านสวนริมคลอง, ครัวระเบียงน้ำ สะพานปทุมธานี 2,https://www.ryoiireview.com/upload/article/202202/1645601682_5ffad54ff10e81a32c5e9bff05156e7e.jpg,0.9667152762413025
 บ้านสวนริมคลอง,Know Name Café,https://www.reviewyourliving.com/wp-content/uploads/2022/01/Know-Name-Cafe-5.jpg,0.9650760889053345
 บ้านสวนริมคลอง,กระติ๊บ เป็ดย่าง-ส้มตำ,https://f.ptcdn.info/651/068/000/q7mzuan9dSLH0O5Rmvy-o.jpg,0.9632210731506348
 บ้านสวนริมคลอง, ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,https://www.ryoiireview.com/upload/article/202212/1672218340_ded5bec2a01cba5e411900a932f60c36.jpg,0.9606255888938904
 บ้านสวนริมคลอง,บ้านชิดกรุง,https://www.maamjourney.com/wp-content/uploads/2019/04/Baan-Chid-Krung-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87-%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B2.jpg,0.9603152871131897
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา, ครัวระเบียงน้ำ สะพานปทุมธานี 2,https://www.ryoiireview.com/upload/article/202202/1645601682_5ffad54ff10e81a32c5e9bff05156e7e.jpg,0.9833728671073914
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,ร้านสมยงตำซั่ว,https://mpics.mgronline.com/pics/Images/560000002885001.JPEG,0.9769620895385742
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,สยามกรุง กุ้งเผา,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/314501601_498617828952137_4039238593510384634_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=YUJENZRndMcQ7kNvgGFWDe3&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=AfDpKcW1lo8CTJMoYPCOoQx&oh=00_AYB0jrxDPPgM7pCvxtUXRioG_YX4WrtunQsdsJCqZp-Jjw&oe=67082F5C,0.9753483533859253
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา, Wave Side Restaurant,https://t1.blockdit.com/photos/2023/11/65523de97efe920bf61c4df2_800x0xcover_XjfUsli1.jpg,0.9753219485282898
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,จอมโหด บุฟเฟ่ต์,https://scontent.fbkk8-3.fna.fbcdn.net/v/t39.30808-6/297402862_1385689768592473_4548946901664861984_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=719CalInbh8Q7kNvgHxpiOU&_nc_ht=scontent.fbkk8-3.fna&_nc_gid=AXeLOvZKPMqWK_sBBuX7-zh&oh=00_AYBRarCLU4DnU6_NUAGyhiLGq9tF20qBaJmQw78DeSu1cw&oe=6708341B,0.9744992852210999
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,กระติ๊บ เป็ดย่าง-ส้มตำ,https://f.ptcdn.info/651/068/000/q7mzuan9dSLH0O5Rmvy-o.jpg,0.9714437127113342
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,ร้านละมุน,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/440861465_122158604870074579_4876046833458827189_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=PjEDp_Y3xAQQ7kNvgHfSdxE&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=A7iT2R5nOSucZtFjeiCiGXB&oh=00_AYADgWkNXl2DvyIX1RIoqUL5tN56xHtWe8GENak0rh2TcA&oe=67083B6E,0.9685045480728149
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,ขมิ้นกับปู,https://img.wongnai.com/p/1920x0/2018/06/18/9c2b7a4cfe72480197cfc5c25558d281.jpg,0.9674128890037537
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา, บ้านดอกจันทน์ริมน้ำ,https://www.tripgether.com/wp-content/uploads/tripgetter/PathumRimnam_2.jpg,0.9666025042533875
 ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,ร้านอาหารบ้านเคียงน้ำ,https://www.ryoiireview.com/upload/article/202202/1645604881_c1a0f6d70d15f1240edafbfe3ab63f08.jpg,0.9663839936256409
 แกะกะบัว Farm Cafe and restaurant,"บ้าน 1,000 ไม้ Cafe & Farm",https://www.gourmetandcuisine.com/Images/editor_upload/_editor20201014112917_original.jpg,0.9467693567276001
 แกะกะบัว Farm Cafe and restaurant, Auntie's Garden cafe & restaurant,https://edtprod1.edtguide.com/edtguide/assets/Aunteis-garden-5.jpg,0.9156039357185364
 แกะกะบัว Farm Cafe and restaurant,ร้านกาแฟในสวน คลอง 13,https://www.paiduaykan.com/wp-content/uploads/2019/03/2-DSC_9304.jpg,0.9035625457763672
 แกะกะบัว Farm Cafe and restaurant,บ้านเคียงน้ำ,https://www.veniceresorthotel.com/wp-content/uploads/2022/10/ef22bf4866e4bbac1a76945bbef3fcc44606b0eb-1024x683.jpg,0.8946144580841064
 แกะกะบัว Farm Cafe and restaurant,ร้านอาหารครูจุก ริมเจ้าพระยา,https://img.wongnai.com/p/1920x0/2023/10/16/992eb73058c5457ebd6050dc72ce1b1f.jpg,0.8761797547340393
 แกะกะบัว Farm Cafe and restaurant, บ้านดอกจันทน์ริมน้ำ,https://www.tripgether.com/wp-content/uploads/tripgetter/PathumRimnam_2.jpg,0.8746628165245056
 แกะกะบัว Farm Cafe and restaurant,ณ ปทุม คาเฟ่,https://s.isanook.com/tr/0/ui/287/1436109/326387579_852383812485880_6777828871055324190_n.jpg,0.8630667328834534
 แกะกะบัว Farm Cafe and restaurant,ร้านอาหารบ้านเคียงน้ำ,https://www.ryoiireview.com/upload/article/202202/1645604881_c1a0f6d70d15f1240edafbfe3ab63f08.jpg,0.8567491173744202
 แกะกะบัว Farm Cafe and restaurant,ร้านอาหารครูจุก,https://img.wongnai.com/p/1920x0/2023/10/16/992eb73058c5457ebd6050dc72ce1b1f.jpg,0.8533221483230591
 แกะกะบัว Farm Cafe and restaurant,ต้นข้าวหอม Cafe & Farm,https://scontent.fbkk12-5.fna.fbcdn.net/v/t1.6435-9/118003747_964035850781927_96907773507414490_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=elPcfq-hDAoQ7kNvgERcsd1&_nc_ht=scontent.fbkk12-5.fna&_nc_gid=A-cLtrfZqOPYSfmqcaDpHeH&oh=00_AYAfMDaLg9LXZIKPswfXbTefpWXzBNn2TY8Y-YYORgqCEw&oe=6729903C,0.8507407903671265
 Auntie's Garden cafe & restaurant,ร้านกาแฟในสวน คลอง 13,https://www.paiduaykan.com/wp-content/uploads/2019/03/2-DSC_9304.jpg,0.9449767470359802
 Auntie's Garden cafe & restaurant, แกะกะบัว Farm Cafe and restaurant,http://www.gaegabua.com/Images/SalePage/Image/img8291334250_456006106527582_398449092946258161_n.jpg,0.9156039357185364
 Auntie's Garden cafe & restaurant,"บ้าน 1,000 ไม้ Cafe & Farm",https://www.gourmetandcuisine.com/Images/editor_upload/_editor20201014112917_original.jpg,0.9087575078010559
 Auntie's Garden cafe & restaurant,ดงตาลสามโคก,https://scontent.fbkk29-1.fna.fbcdn.net/v/t1.18169-9/26994090_1840026382676432_2435732735081388493_n.jpg?stp=dst-jpg_p180x540&_nc_cat=100&ccb=1-7&_nc_sid=13d280&_nc_ohc=G4ggWMSQhdkQ7kNvgFkBjR7&_nc_ht=scontent.fbkk29-1.fna&oh=00_AYB2JhQH-OSnMRNiSCOOjJyRoKRWAzmAoI1E0XPNuB3Iog&oe=67273BFC,0.8929164409637451
 Auntie's Garden cafe & restaurant,กระท่อมลุงจรณ์,https://miro.medium.com/v2/resize:fit:3200/format:webp/1*ly7dOgfChEWTMAChAwnd6g.jpeg,0.8685760498046875
 Auntie's Garden cafe & restaurant,ณ ปทุม คาเฟ่,https://s.isanook.com/tr/0/ui/287/1436109/326387579_852383812485880_6777828871055324190_n.jpg,0.8558936715126038
 Auntie's Garden cafe & restaurant,บ้านเคียงน้ำ,https://www.veniceresorthotel.com/wp-content/uploads/2022/10/ef22bf4866e4bbac1a76945bbef3fcc44606b0eb-1024x683.jpg,0.8499108552932739
 Auntie's Garden cafe & restaurant,ทุ่งนามอญ,https://travel.mthai.com/app/uploads/2019/06/60934519_426293847953237_1106543017520529408_n.jpg,0.8253452181816101
 Auntie's Garden cafe & restaurant,บ้านครูธานีหอมชื่น,https://s3.ap-southeast-1.amazonaws.com/media.motherhood.co.uk/wp-content/uploads/2019/10/22110654/thani1.jpg,0.8221749067306519
 Auntie's Garden cafe & restaurant,ฟาร์มเมล่อนลุงแดง,https://scontent.fbkk12-4.fna.fbcdn.net/v/t1.6435-9/136057243_1050181605468188_3208038005416202440_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=2a1932&_nc_ohc=JnUWlWMpGqgQ7kNvgHmilal&_nc_ht=scontent.fbkk12-4.fna&_nc_gid=AE4l-ihxyh0tJ_0q5rsdvBj&oh=00_AYAyjd1FJzPHb8wKYhDBbtRGFqoGUIkLhtUwQCaH4RGRzw&oe=6729A8B6,0.8182936310768127
 ครัวกรกนก,สยามกรุง กุ้งเผา,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/314501601_498617828952137_4039238593510384634_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=YUJENZRndMcQ7kNvgGFWDe3&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=AfDpKcW1lo8CTJMoYPCOoQx&oh=00_AYB0jrxDPPgM7pCvxtUXRioG_YX4WrtunQsdsJCqZp-Jjw&oe=67082F5C,0.9809204339981079
 ครัวกรกนก, ครัวบุษบัน กุ้งเผา วอเตอร์วิว,https://scontent.kachon.com/files/news/328614/1544426472.jpeg,0.980658233165741
 ครัวกรกนก,ร้านละมุน,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/440861465_122158604870074579_4876046833458827189_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=PjEDp_Y3xAQQ7kNvgHfSdxE&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=A7iT2R5nOSucZtFjeiCiGXB&oh=00_AYADgWkNXl2DvyIX1RIoqUL5tN56xHtWe8GENak0rh2TcA&oe=67083B6E,0.9701220989227295
 ครัวกรกนก,จอมโหด บุฟเฟ่ต์,https://scontent.fbkk8-3.fna.fbcdn.net/v/t39.30808-6/297402862_1385689768592473_4548946901664861984_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=719CalInbh8Q7kNvgHxpiOU&_nc_ht=scontent.fbkk8-3.fna&_nc_gid=AXeLOvZKPMqWK_sBBuX7-zh&oh=00_AYBRarCLU4DnU6_NUAGyhiLGq9tF20qBaJmQw78DeSu1cw&oe=6708341B,0.9645032286643982
 ครัวกรกนก,ร้านสมยงตำซั่ว,https://mpics.mgronline.com/pics/Images/560000002885001.JPEG,0.9642373323440552
 ครัวกรกนก, ครัวระเบียงน้ำ สะพานปทุมธานี 2,https://www.ryoiireview.com/upload/article/202202/1645601682_5ffad54ff10e81a32c5e9bff05156e7e.jpg,0.9610552191734314
 ครัวกรกนก,เจ๊ต้อยซีฟู้ด,https://scontent.fbkk12-5.fna.fbcdn.net/v/t1.6435-9/38692660_603296943405867_8633778026179461120_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=k6z-_QI-YSoQ7kNvgGwEh8N&_nc_ht=scontent.fbkk12-5.fna&_nc_gid=AR9RBYgTUxAYCE2a3cu5UHo&oh=00_AYAgPc0LwFvRioJC_pWeo-6_fuibRLkYSaoy0srGR-QJRA&oe=6729BE88,0.9575461149215698
 ครัวกรกนก, บ้านสวนริมคลอง,https://files.thailandtourismdirectory.go.th/assets/upload/2018/12/12/201812123a3b152d937877d3a1187a49e08ad155103105.jpg,0.9552468061447144
 ครัวกรกนก, ครัววันดีกุ้งเผา ริมแม่น้ำเจ้าพระยา,https://www.ryoiireview.com/upload/article/202212/1672218340_ded5bec2a01cba5e411900a932f60c36.jpg,0.9525284171104431
 ครัวกรกนก,ทะเลทิพ คลอง 4,https://thebest.in.th/wp-content/uploads/2023/06/%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94-%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%874.jpeg,0.9518109560012817
เซียนแปะโรงสี,วัดมะขาม,https://scontent.fbkk12-3.fna.fbcdn.net/v/t39.30808-6/300791428_394687766114131_6437481050321789474_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=7RtpJtQD5BkQ7kNvgFExpHF&_nc_ht=scontent.fbkk12-3.fna&_nc_gid=A0zh-OAUIWiqSVm7-MsxuQS&oh=00_AYA3f4OACco_Ow6HIuwaS2DcJIRcbmwdTofKwk7y35asbg&oe=670811CD,0.9945422410964966
เซียนแปะโรงสี,วัดท้ายเกาะใหญ่,https://files.thailandtourismdirectory.go.th/assets/upload/2017/12/20/201712203a3e1051e3e19ca1897eb8254c1ba037160318.jpg,0.9943107962608337
เซียนแปะโรงสี,วัดดอนใหญ่,https://th.readme.me/f/37227/605df57af70258720c8a4ec8.jpg,0.9933494925498962
เซียนแปะโรงสี,วัดเจดีย์หอย,https://img.wongnai.com/p/1920x0/2018/07/09/bfc5d4a8512f472aa4d41a7a8af5de51.jpg,0.9932987689971924
เซียนแปะโรงสี,วัดชินวรารามวรวิหาร,https://files.thailandtourismdirectory.go.th/assets/upload/2017/12/22/20171222d41d8cd98f00b204e9800998ecf8427e124521.jpg,0.9915878772735596
เซียนแปะโรงสี,วัดโบสถ์,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%82%E0%B8%9A%E0%B8%AA%E0%B8%96%E0%B9%8C_%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%95%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%E0%B8%88.%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5.jpg/1024px-%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%82%E0%B8%9A%E0%B8%AA%E0%B8%96%E0%B9%8C_%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%95%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%E0%B8%88.%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5.jpg,0.9913446307182312
เซียนแปะโรงสี,วัดสายไหม,https://cms.dmpcdn.com/travel/2022/05/11/b365a860-d0d8-11ec-86d7-2f70af052f2f_webp_original.jpg,0.9895666837692261
เซียนแปะโรงสี,วัดป่าคลอง 11,https://s.isanook.com/tr/0/ud/288/1441467/line_album_20766_230721_5.jpg?ip/resize/w728/q80/jpg,0.9871099591255188
เซียนแปะโรงสี,วัดทวีการะอนันต์,https://thakhlong.go.th/public/list_upload/backend/list_114/pics_topic_114.jpg?796,0.9864969253540039
เซียนแปะโรงสี,วัดกร่าง,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87_%E0%B8%AD.%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B9%82%E0%B8%84%E0%B8%81_%E0%B8%88.%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5_%2811%29.jpg/375px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87_%E0%B8%AD.%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B9%82%E0%B8%84%E0%B8%81_%E0%B8%88.%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5_%2811%29.jpg,0.985312819480896
บ้านชิดกรุง, บ้านสวนริมคลอง,https://files.thailandtourismdirectory.go.th/assets/upload/2018/12/12/201812123a3b152d937877d3a1187a49e08ad155103105.jpg,0.9603152871131897
บ้านชิดกรุง,จัดจ้านสะท้านทุ่ง,https://scontent.fbkk12-2.fna.fbcdn.net/v/t39.30808-6/461924163_553446277254932_5860893141498320147_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=z7jbGU4On9IQ7kNvgGvFHtA&_nc_ht=scontent.fbkk12-2.fna&_nc_gid=AhlrO8I7onzuoMJy1SbI-J-&oh=00_AYDOFa2iC4gUrHtTXge8Ymy7_C1Xf_XosnMZXlwfhlriHw&oe=670840AF,0.9577175378799438
บ้านชิดกรุง,ร้านสมยงตำซั่ว,https://mpics.mgronline.com/pics/Images/560000002885001.JPEG,0.9564518928527832
บ้านชิดกรุง,บ้านตานิด,https://www.prachachat.net/wp-content/uploads/2024/01/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%94.jpg,0.9531391859054565
บ้านชิดกรุง, ครัวกรกนก,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/340852073_238117838710037_8386789125630098394_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=EikxmxvrKAgQ7kNvgEKTL7T&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=Af2MQN7bj3yvR1mMOb8Oaz8&oh=00_AYCGy_LiV8NwQh55vtN1cuxpCmZRiu0M_keSnA-Q7qR3pg&oe=67088444,0.9444076418876648
บ้านชิดกรุง,ร้านละมุน,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/440861465_122158604870074579_4876046833458827189_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=PjEDp_Y3xAQQ7kNvgHfSdxE&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=A7iT2R5nOSucZtFjeiCiGXB&oh=00_AYADgWkNXl2DvyIX1RIoqUL5tN56xHtWe8GENak0rh2TcA&oe=67083B6E,0.9354705810546875
บ้านชิดกรุง,ทะเลทิพ คลอง 4,https://thebest.in.th/wp-content/uploads/2023/06/%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94-%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%874.jpeg,0.9321534633636475
บ้านชิดกรุง, Wave Side Restaurant,https://t1.blockdit.com/photos/2023/11/65523de97efe920bf61c4df2_800x0xcover_XjfUsli1.jpg,0.9292446970939636
บ้านชิดกรุง,สยามกรุง กุ้งเผา,https://scontent.fbkk12-1.fna.fbcdn.net/v/t39.30808-6/314501601_498617828952137_4039238593510384634_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=YUJENZRndMcQ7kNvgGFWDe3&_nc_ht=scontent.fbkk12-1.fna&_nc_gid=AfDpKcW1lo8CTJMoYPCOoQx&oh=00_AYB0jrxDPPgM7pCvxtUXRioG_YX4WrtunQsdsJCqZp-Jjw&oe=67082F5C,0.9282819032669067
บ้านชิดกรุง,ปิ่นโตนามีตาล,https://s.isanook.com/tr/0/ud/287/1436253/328252799_1672040349886589_13.jpg?ip/resize/w728/q80/jpg,0.9264604449272156
COK Cream of The Koff,Florista Cafe And Eatery,https://img.wongnai.com/p/1920x0/2018/10/08/375fb8586bc844fdb2f20e7e29cedeb6.jpg,0.9586440324783325
COK Cream of The Koff,ต้นข้าวหอม Cafe & Farm,https://scontent.fbkk12-5.fna.fbcdn.net/v/t1.6435-9/118003747_964035850781927_96907773507414490_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=elPcfq-hDAoQ7kNvgERcsd1&_nc_ht=scontent.fbkk12-5.fna&_nc_gid=A-cLtrfZqOPYSfmqcaDpHeH&oh=00_AYAfMDaLg9LXZIKPswfXbTefpWXzBNn2TY8Y-YYORgqCEw&oe=6729903C,0.9474557638168335
COK Cream of The Koff,The local Restaurant,https://www.chillpainai.com/src/wewakeup/scoop/img_scoop/scoop/TheLocal/DSC_0196.jpg,0.9471940994262695
COK Cream of The Koff,ณ ปทุม คาเฟ่,https://s.isanook.com/tr/0/ui/287/1436109/326387579_852383812485880_6777828871055324190_n.jpg,0.9208686947822571
COK Cream of The Koff, Wine Port & clubhouse,https://www.77kaoded.com/wp-content/uploads/2018/05/30710405_2385499058142747_6769129467953545216_n.jpg,0.9001560807228088
COK Cream of The Koff, Quayside Cafe and Eatery,https://www.gourmetandcuisine.com/Images/editor_upload/_editor20200930081154_original.jpg,0.8918518424034119
COK Cream of The Koff,The Lamoon Hotel,https://scontent.fbkk12-5.fna.fbcdn.net/v/t39.30808-6/273026764_1250199922137142_6334837888595620609_n.jpg?stp=dst-jpg_s960x960&_nc_cat=107&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=w90X1w09hdQQ7kNvgGrOGC1&_nc_ht=scontent.fbkk12-5.fna&_nc_gid=A5u73L_u37DwmBWm0RrSZY2&oh=00_AYB7Iwpad3UKRTviTI5ws5fo-9t0BUXCN6bBDDe3qE5Eew&oe=6707FF2E,0.8900554776191711
COK Cream of The Koff,Pani Hotel and Resort ,https://ak-d.tripcdn.com/images/0226912000aca16rb5F34_R_960_660_R5_D.jpg,0.8881149888038635
COK Cream of The Koff,Mushroom Hut Cafe,https://www.ryoiireview.com/upload/article/202101/1610602538_e89666feb714ab9c3946f28f00c5d8c4.jpg,0.8840276002883911
COK Cream of The Koff,Better Cup Canteen & Cafe,https://k7w3n7p2.rocketcdn.me/wp-content/uploads/2022/09/Better-Cup-Canteen-and-Cafe-3.jpg,0.8727002143859863
ปิ่นโตนามีตาล,เรือนบัวแซ่บนัว,https://scontent.fbkk12-4.fna.fbcdn.net/v/t39.30808-6/306077006_506330044831460_7610075870889541845_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=j_V_EEsGxBYQ7kNvgFMk3zq&_nc_ht=scontent.fbkk12-4.fna&_nc_gid=ATxyGxPSep4qvylwk39dFpf&oh=00_AYDv3Uu1iF_nk2DmnwNjpgBbNibyq_d7BXwe7GmfmZdOjQ&oe=6708198D,0.9436291456222534
ปิ่นโตนามีตาล,บ้านชิดกรุง,https://www.maamjourney.com/wp-content/uploads/2019/04/Baan-Chid-Krung-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87-%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B2.jpg,0.9264604449272156
